 10.77771331,59.66582493,132.000
 10.77771162,59.66582522,133.000
 10.77771039,59.66582586,133.000
 10.77772207,59.66583159,134.000
 10.77773782,59.66583532,134.000
 10.77775292,59.66584109,134.000
 10.77776819,59.66584559,135.000
 10.77778636,59.66584956,135.000
 10.77780493,59.66585319,135.000
 10.77782262,59.66585502,136.000
 10.77784673,59.66585565,137.000
 10.77787605,59.66585630,136.000
 10.77790365,59.66585747,136.000
 10.77793981,59.66585902,136.000
 10.77798381,59.66586103,136.000
 10.77802036,59.66586152,135.000
 10.77805292,59.66586241,136.000
 10.77808760,59.66586351,136.000
 10.77811881,59.66586569,138.000
 10.77814686,59.66586804,138.000
 10.77817197,59.66587005,138.000
 10.77819139,59.66587162,138.000
 10.77821428,59.66586889,138.000
 10.77824080,59.66586604,139.000
 10.77826411,59.66586248,139.000
 10.77828827,59.66585805,138.000
 10.77831211,59.66585354,138.000
 10.77834260,59.66584811,139.000
 10.77837997,59.66584251,139.000
 10.77842288,59.66583767,140.000
 10.77845909,59.66583463,140.000
 10.77848977,59.66583107,140.000
 10.77852102,59.66582718,140.000
 10.77855365,59.66582279,140.000
 10.77858608,59.66581811,140.000
 10.77861351,59.66581315,140.000
 10.77863174,59.66580893,139.000
 10.77865157,59.66580457,138.000
 10.77867658,59.66579947,136.000
 10.77870893,59.66579479,136.000
 10.77874474,59.66578917,136.000
 10.77877489,59.66578427,136.000
 10.77879531,59.66577975,136.000
 10.77880904,59.66577422,135.000
 10.77883423,59.66576918,137.000
 10.77886209,59.66575758,136.000
 10.77887945,59.66574807,135.000
 10.77889526,59.66574087,135.000
 10.77892210,59.66573123,134.000
 10.77896459,59.66572356,135.000
 10.77900421,59.66571829,135.000
 10.77904000,59.66571488,135.000
 10.77907407,59.66571228,134.000
 10.77911765,59.66571278,136.000
 10.77915318,59.66571751,135.000
 10.77919370,59.66572625,136.000
 10.77922817,59.66573841,136.000
 10.77924915,59.66574999,135.000
 10.77926001,59.66576148,134.000
 10.77926659,59.66577733,134.000
 10.77926751,59.66579644,134.000
 10.77926294,59.66581020,134.000
 10.77926128,59.66582199,134.000
 10.77925498,59.66584199,134.000
 10.77924897,59.66586366,133.000
 10.77924098,59.66588218,133.000
 10.77922860,59.66590452,133.000
 10.77920770,59.66593092,135.000
 10.77917913,59.66595337,136.000
 10.77915483,59.66597021,137.000
 10.77914904,59.66598305,136.000
 10.77915616,59.66599712,135.000
 10.77916988,59.66600890,135.000
 10.77918663,59.66602097,135.000
 10.77920211,59.66603567,134.000
 10.77922130,59.66605143,134.000
 10.77924033,59.66607078,133.000
 10.77925906,59.66609028,133.000
 10.77926959,59.66610875,132.000
 10.77927080,59.66612665,130.000
 10.77925736,59.66614360,130.000
 10.77924696,59.66616057,130.000
 10.77923217,59.66617598,128.000
 10.77921907,59.66619557,128.000
 10.77920631,59.66621821,128.000
 10.77918936,59.66623580,128.000
 10.77917203,59.66625667,129.000
 10.77916455,59.66627537,129.000
 10.77916593,59.66628846,128.000
 10.77917419,59.66630142,128.000
 10.77919607,59.66631770,129.000
 10.77920539,59.66633127,128.000
 10.77922064,59.66634307,128.000
 10.77923462,59.66635690,128.000
 10.77922725,59.66637062,129.000
 10.77922059,59.66638362,130.000
 10.77920652,59.66639519,131.000
 10.77919778,59.66641029,132.000
 10.77919140,59.66642269,132.000
 10.77917780,59.66643458,132.000
 10.77917070,59.66644693,131.000
 10.77915843,59.66645616,132.000
 10.77915645,59.66646458,132.000
 10.77915911,59.66647227,132.000
 10.77916780,59.66648866,133.000
 10.77918297,59.66651335,135.000
 10.77919306,59.66654023,137.000
 10.77919847,59.66656415,138.000
 10.77920107,59.66658720,139.000
 10.77919960,59.66660333,138.000
 10.77919357,59.66661990,138.000
 10.77918472,59.66663789,139.000
 10.77917929,59.66665128,136.000
 10.77917720,59.66666590,139.000
 10.77918162,59.66668373,139.000
 10.77918969,59.66670138,138.000
 10.77919300,59.66671570,137.000
 10.77919690,59.66673082,138.000
 10.77920703,59.66674812,139.000
 10.77921310,59.66676471,138.000
 10.77922233,59.66677935,138.000
 10.77923639,59.66679474,139.000
 10.77924735,59.66680916,140.000
 10.77925093,59.66682423,140.000
 10.77925342,59.66684080,139.000
 10.77925162,59.66685680,139.000
 10.77924536,59.66687273,139.000
 10.77923529,59.66688894,139.000
 10.77922753,59.66690204,139.000
 10.77922142,59.66691545,139.000
 10.77921573,59.66693001,138.000
 10.77920890,59.66694696,138.000
 10.77920265,59.66696506,138.000
 10.77920791,59.66698034,134.000
 10.77921746,59.66699648,133.000
 10.77922809,59.66700888,133.000
 10.77923802,59.66701690,133.000
 10.77924686,59.66703032,132.000
 10.77925200,59.66704331,131.000
 10.77924911,59.66705589,133.000
 10.77924684,59.66707041,132.000
 10.77923539,59.66708159,133.000
 10.77922548,59.66709045,132.000
 10.77921562,59.66710075,133.000
 10.77920772,59.66711194,132.000
 10.77920256,59.66712550,132.000
 10.77919780,59.66714234,133.000
 10.77919609,59.66715343,132.000
 10.77919611,59.66715920,133.000
 10.77919001,59.66716545,131.000
 10.77918078,59.66717417,132.000
 10.77915082,59.66718002,136.000
 10.77916381,59.66718182,136.000
 10.77917321,59.66718403,137.000
 10.77917632,59.66718258,137.000
 10.77920079,59.66718443,138.000
 10.77921430,59.66718553,138.000
 10.77922265,59.66718621,138.000
 10.77923344,59.66718525,139.000
 10.77924386,59.66718504,139.000
 10.77925440,59.66718516,139.000
 10.77926966,59.66718880,140.000
 10.77928105,59.66719249,141.000
 10.77928674,59.66719434,141.000
 10.77929246,59.66719601,141.000
 10.77929536,59.66719671,141.000
 10.77929697,59.66719704,141.000
 10.77929795,59.66719721,141.000
 10.77929855,59.66719727,141.000
 10.77929897,59.66719731,141.000
 10.77929939,59.66719730,141.000
 10.77929967,59.66719729,141.000
 10.77929980,59.66719726,141.000
 10.77929997,59.66719725,141.000
 10.77930008,59.66719729,141.000
 10.77930011,59.66719730,141.000
 10.77930016,59.66719731,141.000
 10.77930016,59.66719732,141.000
 10.77930015,59.66719732,141.000
 10.77930011,59.66719734,141.000
 10.77930004,59.66719734,141.000
 10.77930000,59.66719732,141.000
 10.77930000,59.66719730,141.000
 10.77930002,59.66719727,141.000
 10.77930006,59.66719725,141.000
 10.77930012,59.66719724,141.000
 10.77930018,59.66719722,141.000
 10.77930022,59.66719719,141.000
 10.77930022,59.66719715,141.000
 10.77930018,59.66719711,141.000
 10.77930017,59.66719708,141.000
 10.77930014,59.66719707,141.000
 10.77930015,59.66719705,141.000
 10.77930011,59.66719703,141.000
 10.77930005,59.66719700,141.000
 10.77929993,59.66719697,141.000
 10.77929983,59.66719694,141.000
 10.77929984,59.66719691,141.000
 10.77929994,59.66719687,141.000
 10.77929995,59.66719684,141.000
 10.77930001,59.66719682,141.000
 10.77930004,59.66719678,141.000
 10.77930009,59.66719672,141.000
 10.77930015,59.66719668,141.000
 10.77930022,59.66719664,141.000
 10.77930026,59.66719662,141.000
 10.77930038,59.66719660,141.000
 10.77930044,59.66719659,141.000
 10.77930051,59.66719657,141.000
 10.77930055,59.66719656,141.000
 10.77930064,59.66719654,141.000
 10.77930072,59.66719651,141.000
 10.77930077,59.66719646,141.000
 10.77930075,59.66719642,141.000
 10.77930076,59.66719639,141.000
 10.77930082,59.66719638,141.000
 10.77930085,59.66719637,141.000
 10.77930084,59.66719628,141.000
 10.77930085,59.66719624,141.000
 10.77930090,59.66719623,141.000
 10.77930098,59.66719625,141.000
 10.77930109,59.66719628,141.000
 10.77930122,59.66719632,141.000
 10.77930140,59.66719637,141.000
 10.77930160,59.66719646,141.000
 10.77930167,59.66719649,141.000
 10.77930179,59.66719655,141.000
 10.77930184,59.66719660,141.000
 10.77930185,59.66719661,141.000
 10.77930186,59.66719661,141.000
 10.77930185,59.66719664,141.000
 10.77930200,59.66719663,141.000
 10.77930208,59.66719662,141.000
 10.77930201,59.66719657,141.000
 10.77930216,59.66719660,141.000
 10.77930235,59.66719663,141.000
 10.77930252,59.66719664,141.000
 10.77930260,59.66719664,141.000
 10.77930288,59.66719666,141.000
 10.77930302,59.66719668,141.000
 10.77930308,59.66719668,141.000
 10.77930306,59.66719666,141.000
 10.77930324,59.66719671,141.000
 10.77930348,59.66719678,141.000
 10.77930388,59.66719689,141.000
 10.77930418,59.66719701,141.000
 10.77930434,59.66719706,141.000
 10.77930451,59.66719711,141.000
 10.77930473,59.66719716,141.000
 10.77930512,59.66719720,141.000
 10.77930532,59.66719724,141.000
 10.77930547,59.66719727,141.000
 10.77930567,59.66719731,141.000
 10.77930581,59.66719733,141.000
 10.77930601,59.66719736,141.000
 10.77930612,59.66719739,141.000
 10.77930620,59.66719740,141.000
 10.77930621,59.66719740,141.000
 10.77930630,59.66719743,141.000
 10.77930637,59.66719747,141.000
 10.77930641,59.66719749,141.000
 10.77930643,59.66719751,141.000
 10.77930645,59.66719750,141.000
 10.77930644,59.66719750,141.000
 10.77930646,59.66719752,141.000
 10.77930650,59.66719755,141.000
 10.77930649,59.66719755,141.000
 10.77930635,59.66719755,141.000
 10.77930633,59.66719754,141.000
 10.77930635,59.66719754,141.000
 10.77930652,59.66719754,141.000
 10.77930670,59.66719755,141.000
 10.77930685,59.66719757,141.000
 10.77930701,59.66719759,141.000
 10.77930717,59.66719760,141.000
 10.77930734,59.66719761,141.000
 10.77930744,59.66719758,141.000
 10.77930753,59.66719757,141.000
 10.77930774,59.66719756,141.000
 10.77930791,59.66719753,141.000
 10.77930812,59.66719749,141.000
 10.77930829,59.66719749,141.000
 10.77930849,59.66719750,141.000
 10.77930861,59.66719749,141.000
 10.77930869,59.66719748,141.000
 10.77930880,59.66719748,141.000
 10.77930916,59.66719756,142.000
 10.77930935,59.66719760,142.000
 10.77930949,59.66719766,142.000
 10.77930951,59.66719769,142.000
 10.77930944,59.66719774,142.000
 10.77930945,59.66719775,142.000
 10.77930946,59.66719772,142.000
 10.77930946,59.66719771,142.000
 10.77930945,59.66719767,142.000
 10.77930950,59.66719767,142.000
 10.77930956,59.66719767,142.000
 10.77930959,59.66719767,142.000
 10.77930958,59.66719768,142.000
 10.77930954,59.66719767,142.000
 10.77930956,59.66719767,142.000
 10.77930966,59.66719768,142.000
 10.77930972,59.66719768,142.000
 10.77930984,59.66719768,142.000
 10.77930982,59.66719765,142.000
 10.77930985,59.66719763,142.000
 10.77930987,59.66719762,142.000
 10.77930990,59.66719761,142.000
 10.77930988,59.66719760,142.000
 10.77930986,59.66719761,142.000
 10.77930984,59.66719762,142.000
 10.77930979,59.66719762,142.000
 10.77930982,59.66719762,142.000
 10.77930983,59.66719762,142.000
 10.77930983,59.66719763,142.000
 10.77930982,59.66719763,142.000
 10.77930978,59.66719763,142.000
 10.77930977,59.66719765,142.000
 10.77930980,59.66719767,142.000
 10.77930971,59.66719766,142.000
 10.77930960,59.66719765,142.000
 10.77930954,59.66719764,142.000
 10.77930937,59.66719761,142.000
 10.77930931,59.66719760,142.000
 10.77929768,59.66719263,136.000
 10.77927088,59.66718911,135.000
 10.77925494,59.66718322,134.000
 10.77924697,59.66718026,134.000
 10.77924125,59.66717831,135.000
 10.77923863,59.66717989,135.000
 10.77923689,59.66718169,136.000
 10.77923279,59.66718377,135.000
 10.77922291,59.66719086,136.000
 10.77921277,59.66719560,136.000
 10.77920352,59.66719678,136.000
 10.77919803,59.66719868,136.000
 10.77919529,59.66719962,136.000
 10.77919444,59.66719879,135.000
 10.77919371,59.66719875,135.000
 10.77919295,59.66719853,135.000
 10.77919075,59.66719867,135.000
 10.77918832,59.66719897,135.000
 10.77918694,59.66719916,135.000
 10.77918621,59.66719925,136.000
 10.77918582,59.66719932,136.000
 10.77918579,59.66719940,136.000
 10.77918577,59.66719943,136.000
 10.77918575,59.66719943,136.000
 10.77918568,59.66719941,136.000
 10.77918563,59.66719940,136.000
 10.77918560,59.66719940,136.000
 10.77918561,59.66719942,136.000
 10.77918562,59.66719944,136.000
 10.77918563,59.66719945,136.000
 10.77918567,59.66719945,136.000
 10.77918565,59.66719943,136.000
 10.77918560,59.66719942,136.000
 10.77918555,59.66719938,136.000
 10.77918549,59.66719935,136.000
 10.77918542,59.66719933,136.000
 10.77918539,59.66719934,136.000
 10.77918536,59.66719938,136.000
 10.77918537,59.66719940,136.000
 10.77918537,59.66719942,136.000
 10.77918540,59.66719945,136.000
 10.77918541,59.66719948,136.000
 10.77918542,59.66719949,136.000
 10.77918544,59.66719950,136.000
 10.77918542,59.66719948,136.000
 10.77918539,59.66719946,136.000
 10.77918538,59.66719945,136.000
 10.77918526,59.66719946,136.000
 10.77918520,59.66719947,136.000
 10.77918518,59.66719947,136.000
 10.77918517,59.66719949,136.000
